Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,Total
603 Solar Llc,ME,834,224,1,Chris,,,,,,,,,
Phase Out Electric,CT,835,4984,1,Chris,,,,,,,,,
All Phase Construction,FL,836,4560,1,Justin,,,,,,,,,
Fluent Solar,NC,837,6058,1,Chris,,,,,,,,,
Fluent Solar,CO,838,1875,1,Ken,,,,,,,,,
New York Solar Maintenance/Cod,NY,839,5887,1,Chris,,,,,,,,,
New York Solar Maintenance/Cod,CT,840,5887,1,Chris,,,,,,,,,
Solar Construction,FL,841,4560,1,Justin,,,,,,,,,
Adt Solar Llc,NC,842,6058,1,Chris,,,,,,,,,
Degrave's Electric,CO,843,6026,1,Ken,,,,,,,,,
Good Energy Solutions,KS,844,3584,1,Ken,,,,,,,,,
"Infenergy, Llc",FL,845,8618,1,Justin,,,,,,,,,
Powur Pbc,NJ,846,5887,1,Chris,,,,,,,,,
Pure Energy Inc.,CO,847,1127,1,Ken,,,,,,,,,
Alutech United Inc,DE,848,5887,1,Chris,,,,,,,,,
Cod Sales,NV,849,4090,1,Rob,,,,,,,,,
"Electrical Systems Solutions, Inc.",WA,850,8064,1,Rob,,,,,,,,,
Exact Solar,NJ,851,5887,1,Chris,,,,,,,,,
Hytek Energy-Cod,NJ,852,5887,1,Chris,,,,,,,,,
Lgcy Power,NC,853,6058,1,Chris,,,,,,,,,
New Columbia Solar,MD,854,9106,1,Chris,,,,,,,,,
City - San Leandro,CO,856,1875,1,Ken,,,,,,,,,
Michael W Fink Electrical Inc,FL,857,8018,1,Justin,,,,,,,,,
Starlt,TX,858,239,1,Ken,,,,,,,,,
Zenith Security,TX,859,3273,1,Ken,,,,,,,,,
Charged Up Energy Dba Alexs Service,CA,861,6435,1,Rob,,,,,,,,,
Encor Solar,TX,862,3584,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc",TX,863,237,1,Ken,,,,,,,,,
Cod Sales,MT,864,4639,1,Rob,,,,,,,,,
Kc Solar,KS,865,3584,1,Ken,,,,,,,,,
New York Solar Maintenance/Cod,PA,866,5887,1,Chris,,,,,,,,,
Quest Solar -Quest Home Improvement,NJ,867,1670,1,Chris,,,,,,,,,
Ace Residential Solar Llc,MA,868,224,1,Chris,,,,,,,,,
Amistad Trucking,TX,869,239,1,Ken,,,,,,,,,
Blue Sky Satellite Services,KS,870,987,1,Ken,,,,,,,,,
Channel Linx Tech Dba Shield Energy,CO,871,1875,1,Ken,,,,,,,,,
Cod Sales,ME,872,4422,1,Chris,,,,,,,,,
Florida Electric & Solar,FL,873,8018,1,Justin,,,,,,,,,
"Fuze, Inc.",FL,874,8018,1,Justin,,,,,,,,,
Gulf Electrical Services Llc,FL,875,8618,1,Justin,,,,,,,,,
Infinity Energy,CO,876,5040,1,Ken,,,,,,,,,
New York Solar Maintenance/Cod,NJ,877,5887,1,Chris,,,,,,,,,
Solar Energy Services,MD,878,9106,1,Chris,,,,,,,,,
South Sound Solar,WA,879,8064,1,Rob,,,,,,,,,
Sunergy Solutions,MA,880,224,1,Chris,,,,,,,,,
Just Click Solar,CA,881,2576,1,Rob,,,,,,,,,
Ridgline Roofing And Solar,MO,882,3584,1,Guy,,,,,,,,,
Bright Planet Solar,IL,883,4950,1,Guy,,,,,,,,,
Erickson Electric,CA,884,7605,1,Rob,,,,,,,,,
Lunex Power Inc,CT,885,4984,1,Chris,,,,,,,,,
Achieve Solar,FL,886,8018,1,Justin,,,,,,,,,
Get Solarize,TX,887,237,1,Ken,,,,,,,,,
Blossom Solar,WA,889,8064,1,Rob,,,,,,,,,
Mann Solar,GA,890,1132,1,Justin,,,,,,,,,
Onpoint Solar Power,TX,891,237,1,Ken,,,,,,,,,
Sky Country Solar,CA,892,6435,1,Rob,,,,,,,,,
Texas Solar Integrated,TX,893,3273,1,Ken,,,,,,,,,
Emerald Energy,NC,894,6058,1,Chris,,,,,,,,,
Enlight Energy,CT,895,4984,1,Chris,,,,,,,,,
Blue Raven Solar,KS,896,3584,1,Ken,,,,,,,,,
Genrenew,NJ,897,5887,1,Chris,,,,,,,,,
Lumio Hx Inc.,OR,898,5971,1,Rob,,,,,,,,,
Our World Energy,NM,899,148,1,Ken,,,,,,,,,
Wells Solar - Cod,TX,900,236,1,Ken,,,,,,,,,
Covenant Solar,NC,901,6058,1,Chris,,,,,,,,,
Design 1 Group,KY,902,6058,1,Guy,,,,,,,,,
Detail Solar,SC,903,1132,1,Justin,,,,,,,,,
Gpe,CT,904,8460,1,Chris,,,,,,,,,
Green Solar Technologies,PA,905,8460,1,Chris,,,,,,,,,
Kingdom Solar,CA,906,8797,1,Rob,,,,,,,,,
Mann Solar,KY,907,1154,1,Guy,,,,,,,,,
Top Tier Solar Solutions,NC,908,6058,1,Chris,,,,,,,,,
Independent Power Generation,WA,910,8187,1,Rob,,,,,,,,,
Strawberry Solar,MI,911,960,1,Guy,,,,,,,,,
Sun Energy Co,TX,912,3273,1,Ken,,,,,,,,,
Team Sunshine,MA,913,224,1,Chris,,,,,,,,,
Affordable Solar,ME,914,4422,1,Chris,,,,,,,,,
Pacific Energy Network  Llc,MO,916,6435,1,Guy,,,,,,,,,
Region/Renewable Solar,FL,917,8018,1,Justin,,,,,,,,,
Rethink Electric Llc,IL,918,4950,1,Guy,,,590,,,,,,
South Texas Solar Systems,TX,919,239,1,Ken,,,,,,,,,
Titan Solar Power,NC,920,6058,1,Chris,,,,,,,,,
Greenhouse Solar Dba Infinity Solar,TX,921,237,1,Ken,,,,,,,,,
Cod,SC,924,1132,1,Justin,,,,,,,,,
Desert View Remodlers,NV,925,4090,1,Rob,,,,,,,,,
Ibermex Capital Llc,TX,926,239,1,Ken,,,,,,,,,
Dement Electric Inc.,NM,927,1987,1,Ken,,,,,,,,,
Solar Power Nw,WA,928,8801,1,Rob,,,,,,,51.92,47.2,
Streamline Solar,AZ,929,4090,1,Ken,,,,,,,,,
Integrity Solar,NJ,930,1670,1,Chris,,,,,,,,,
Quest Solar -Quest Home Improvement,CT,931,1670,1,Chris,,,,,,,,,
Solar 365,TX,932,239,1,Ken,,,,,,,,,
Straightup Solar,MO,933,6640,1,Guy,,,,,,,,,
Lumio Hx Inc,TX,934,237,1,Ken,,,,,,,,,
"Positivesynergyllc,Dba Havasu Solar",NV,936,4090,1,Rob,,,,,,,,,
Sunpower Corporation,IL,937,4950,1,Guy,,,,,,,,,
Caballero's Electric,NV,938,4090,1,Rob,,,,,,,,,
Hammer & Bell/Cod,PA,939,5887,1,Chris,,,,,,,,,
Poulin Design Remodeling,NM,940,148,1,Ken,,,,,,,,,
Dynamic Solar & Electric Nw Corp,WA,941,5971,1,Rob,,,,,,,,,
Elite Energy Consultants,CT,942,4984,1,Chris,,,,,,,,,
Empire Refrigeration,TX,943,1987,1,Ken,,,,,,,,,
Florida Solar Power,FL,944,8018,1,Justin,,,,,,,,,
"Lumio Hx, Inc",TX,945,239,1,Ken,,,,,,,,,
Sun Services Usa Llc,NV,946,4090,1,Rob,,,,,,,,,
Wilderness Trace Solar,KY,947,1132,1,Guy,,,,,,,,,
"Csa Electrical, Llc",NM,949,1987,1,Ken,,,,,,,,,
Expert Solar,VA,950,6058,1,Chris,,,,,,,,,
Roofnow,TX,951,1987,1,Ken,,,,,,,,,
Shield Energy (Former Channel Linx),CA,952,6435,1,Rob,,,,,,,,,
Standard Eco/Cod,TX,953,239,1,Ken,,,,,,,,,
Sunlux,CA,954,6435,1,Rob,,,,,,,,,
Sunsmart Technologies,KS,955,3584,1,Ken,,,,,,,,,
Titan Solar Power,NJ,956,5887,1,Chris,,,,,,,,,
Maxfield Solar,UT,957,6692,1,Rob,,,,,,,,,
Momentum Solar,FL,958,5621,1,Justin,,,,,,,,,
Westco Construction,TX,959,237,1,Ken,,,,,,,,,
Cod Blue Planet Water And Power Co.,CA,960,7605,1,Rob,,,,,,,,,
Diamond Solar,CA,961,1024,1,Rob,,,,,,,,,
Empower Energy Solutions,NH,962,224,1,Chris,,,,,,,,,
Gensun,NJ,963,5887,1,Chris,,,,,,,,,
Ion Solar Pros,NY,964,4984,1,Chris,,,,,,,,,
Kps Solar - Horizons,FL,965,4560,1,Justin,,,,,,,,,
Lumio Hx Inc,SC,966,1132,1,Justin,,,,,,,,,
Native Solutions Dba-Happy Solar,CO,967,1875,1,Ken,,,,,,,,,
Skycharge Solar,OH,968,1154,1,Guy,,,,,,,,,
Solcius,MN,969,4664,1,Guy,,,,,,,,,
Sun Harvest,FL,970,5621,1,Justin,,,,,,,,,
Texas Powered By Solar,TX,971,239,1,Ken,,,,,,,,,
Centaur Roofing And Construction,FL,972,5621,1,Justin,,,,,,,,,
Cod Sales,OK,973,5364,1,Ken,,,,,,,,,
Cod Sales,OR,974,4450,1,Rob,,,,,,,,,
Deep Canyon Llc,AZ,975,8756,1,Ken,,,,,,,,,
Fluent Solar,KS,976,3584,1,Ken,,,,,,,,,
Glyde Solar Llc,CO,977,1127,1,Ken,,,,,,,,,
Jolma Electric Llc,WI,978,4950,1,Guy,,,,,,,,,
Lumina Sun,MT,979,821,1,Rob,,,,,,,,,
Lumio Hx Inc.,NJ,980,5887,1,Chris,,,,,,,,,
Modern Power,MO,981,3584,1,Guy,,,,,,,,,
Pm & M Elecric Dba Titan Solar,NJ,982,1987,1,Chris,,,,,,,,,
"Sky Solar Energy, Inc",FL,983,8018,1,Justin,,,,,,,,,
Wells Solar & Electrical,TX,984,237,1,Ken,,,,,,,,,
Alternate Electric Solar,TX,985,1987,1,Ken,,,,,,,,,
Lumio,CA,986,2576,1,Rob,,,,,,,,,
Lumio Hx Inc,CA,987,311,1,Rob,,,,,,,,,
"Positivesynergyllc,Dba Havasu Solar",AZ,988,4090,1,Ken,,,,,,,,,
Cod Sales,OH,989,1154,1,Guy,,,,,,,,,
Cod Sales,MO,990,6640,1,Guy,,,,,,,,,
Go Solar Power Llc,CA,991,4560,1,Rob,,,59,,,,,,
Powur Pbc,TX,993,237,1,Ken,,,,,,,,,
"Skyfox Energy, Inc.",TX,994,1987,1,Ken,,,,,,,,,
Solar Planet Llc,GA,995,5621,1,Justin,,,,,,,,,
Circuit Electric Solar,FL,996,8018,1,Justin,,,,,,,,,
Eco-Depot,WA,997,8187,1,Rob,,,,,,,,,
Rise Power Llc,TX,998,237,1,Ken,,,,,,,,,
Sunshine Solar Inc.,OR,999,5971,1,Rob,,,,,,,,,
Bracket Ut,FL,1000,5621,1,Justin,,,,,,,,,
Cdl Electric,KS,1001,3584,1,Ken,,,,,,,,,
Ced - Riverside,KS,1002,3584,1,Ken,,,,,,,,,
Ced - Riverside,MO,1003,3584,1,Guy,,,,,,,,,
Current Solar--Cod,TX,1004,239,1,Ken,,,,,,,,,
National Energy Partners,NJ,1005,5887,1,Chris,,,,,,,,,
Positive Synergy Llc Dba Havasu Sol,AZ,1006,8756,1,Ken,,,,,,,,,
Titanium Llc,CA,1007,6435,1,Rob,,,,,,,,,
Empower Energy Solutions,RI,1008,4984,1,Chris,,,,,,,,,
Lumio Hx Inc Shop Account,UT,1009,4391,1,Rob,,,,,,,,,
Pm&M Electric Dba Titan Solar,NJ,1010,1132,1,Chris,,,,,,,,,
Core Energy,TX,1011,237,1,Ken,,,,,,,,,
Rochester,NY,1012,4664,1,Chris,,,,,,,,,
Solcius Llc,SC,1013,1132,1,Justin,,,,,,,,,
Sun Solar,KS,1014,3584,1,Ken,,,,,,,,,
Adt Solar Llc,CO,1015,1875,1,Ken,,,,,,,,,
Bayou Blue Construction Llc,TX,1016,237,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",NC,1017,1132,1,Chris,,,,,,,,,
Touch Of Grey Marketing Inc,FL,1018,239,1,Justin,,,,,,,,,
Ecorenos,SC,1019,1132,1,Justin,,,,,,,,,
Mason City - Culver,IA,1020,987,1,Guy,,,,,,,,,
Pure Point Energy Llc,CT,1021,4984,1,Chris,,,,,,,,,
Revolution Energy Systems,IA,1022,987,1,Guy,,,,,,,,,
Solar Grids,IA,1023,987,1,Guy,,,,,,,,,
Upscale Energy,CA,1024,8797,1,Rob,,,,,,,,,
Cod-South Plains Solar,TX,1025,1987,1,Ken,,,,,,,,,
Cod/Next Gen Electric,ID,1026,8187,1,Rob,,,,,,,,,
Ies Batteries,ME,1027,4422,1,Chris,,,,,,,,,
"J&A Electric Construction, Llc",NY,1028,120,1,Chris,,,,,,,,,
Lunex Power Inc,RI,1029,224,1,Chris,,,,,,,,,
Total Connect Solutions,FL,1030,5888,1,Justin,,,,,,,,,
Wire Nutz Electrical Services,WA,1031,5971,1,Rob,,,,,,,,,
Blue Raven Solar,TX,1032,1987,1,Ken,,,,,,,,,
Ecovole,TX,1033,3584,1,Ken,,,,,,,,,
Fluent Solar,MO,1034,3584,1,Guy,,,,,,,,,
Green Energy Solutions,FL,1035,8018,1,Justin,,,,,,,,,
Pm & M Electric Dba Titan Solar,NJ,1036,8756,1,Chris,,,,,,,,,
The Solar Guys,KS,1038,3584,1,Ken,,,,,,,,,
Blue Raven Solar,WA,1039,8064,1,Rob,,,,,5.9,,,,
Modern Concepts,FL,1040,4560,1,Justin,,,,,,,,,
Plug Pv Llc,IL,1041,1045,1,Guy,,,,,,,,,
Powur Pbc,NV,1042,6435,1,Rob,,,,,,,,,
Revision Energy Inc,MA,1043,224,1,Chris,,,,,,,,,
Shinnova Solar,KS,1044,3584,1,Ken,,,,,,,,,
Eco Solar Power Llc,TX,1045,3273,1,Ken,,,,,,,,,
Synergy Power,CA,1046,5040,1,Rob,,,,,,,,,
Abernathy Roofing & Solar,MO,1047,3584,1,Guy,,,,,,,,,
Blue Light Energy Lllc,RI,1048,224,1,Chris,,,,,,,,,
Daybreak Install,TX,1049,239,1,Ken,,,,,,,,,
Grand Junction,CO,1051,3584,1,Ken,,,141.6,,,,,,
Lift Energy Construction Inc,CA,1052,311,1,Rob,,,,,,,,,
"Lumio Hx, Inc",CA,1053,311,1,Rob,,,,,,,,,
Royal Contracting Solutions,MO,1054,3584,1,Guy,,,,,,,,,
Sunergy Solutions,RI,1055,224,1,Chris,,,,,,,,,
Tml International/ Infinity,WA,1056,5971,1,Rob,,,,,,,,,
Wegner Roofing & Solar,MT,1057,821,1,Rob,,,,,,,,,
Core Energy,FL,1059,4560,1,Justin,,,,,,,,,
Greenstar Power Llc,CO,1060,6026,1,Ken,,,,,,,,,
New York Solar Maintenance/Cod,MD,1061,5887,1,Chris,,,,,,,,,
Solar Connections,MN,1062,4664,1,Guy,,,118,,,,,,
Solarmotion,CA,1063,7605,1,Rob,,,,,,,,,
Adt Solar Llc,NM,1064,148,1,Ken,,,,,,,,,
J Sun Pv,KS,1065,3584,1,Ken,,,,,,,,,
Pacific Energy Network  Llc Dba Mps,MO,1066,6435,1,Guy,,,,,,,,,
Pacific Energy Network  Llc Dba Mps,KS,1067,6435,1,Ken,,,,,,,,,
The Green Panel,MI,1068,960,1,Guy,,,,,,,,,
Centauri Systems Llc,MN,1069,4664,1,Guy,,,,,,,,,
Tephra Solar Llc,FL,1070,8018,1,Justin,,,,,,,,,
Adt Solar Llc,LA,1071,5888,1,Ken,,,,,,,,,
Astrawatt Rising Sun,OK,1072,5364,1,Ken,,,,,,,,,
Cod-Core Energy,TX,1073,1987,1,Ken,,,,,,,,,
"Cod-Ep Mechanical Technologies, Inc",TX,1074,1987,1,Ken,,,,,,,,,
North Coast,MI,1075,960,1,Guy,,,,,,,,,
Pacific Energy Network  Llc Dba Mps,CA,1076,6435,1,Rob,,,,,,,,,
Phase Out Electric,MA,1077,224,1,Chris,,,,,,,,,
"Solar Gain, Inc",CA,1078,8756,1,Rob,,,,,,,,,
Solar Specialists Inc.,FL,1079,8618,1,Justin,,,,,,,,,
Vision Solar,CT,1080,4984,1,Chris,,,,,,,,,
Zenernet Llc,NJ,1081,5887,1,Chris,,,,,,,,,
Adt Solar Llc,TX,1082,237,1,Ken,,,,,,,,,
Affordable Solar,NM,1084,148,1,Ken,,,,,,70.8,,,
Green Force Electric,CO,1085,1875,1,Ken,,,,,,,,,
Green Muscle Solar,AZ,1086,8756,1,Ken,,,,,,,,,
"Palmetto Clean Technology, Inc.",MO,1087,3584,1,Guy,,,,,,,,,
Solgen Power Llc,KY,1088,5971,1,Guy,,,,,,,,,
Sunnova Energy Corportation,MA,1089,224,1,Chris,,,,,,,,,
"Castor Solar, Inc",TX,1090,237,1,Ken,,,,,,,,,
Fisher Renewables Llc,TX,1091,237,1,Ken,,,,,,,,,
In Motion Construction Llc,FL,1092,5621,1,Justin,,,,,,,,,
Powur Pbc,PA,1094,8018,1,Chris,,,,,,,,,
Rivertown Solar Llc,NY,1095,1670,1,Chris,,,,,,,,,
United Home Solutions,TX,1096,3273,1,Ken,,,,,,,,,
Visalia - Ced,CA,1097,2576,1,Rob,,,,,,,,,
Antonio Dimichino Llc,NJ,1098,5887,1,Chris,,,,,,,,,
Lumio Hx Inc.,ID,1099,8187,1,Rob,,,,,,,,,
Solar Power New England,ME,1100,4422,1,Chris,,,,,,,,,
Appalachian Renewable Power,OH,1101,1154,1,Guy,,,,,,,,,
Ks Solar Sales,AZ,1102,1875,1,Ken,,,,,,,,,
Natural Power Sources Dba Suntuity,FL,1103,5621,1,Justin,,,,,,,,,
Solar Energy Services,KS,1104,3584,1,Ken,,,,,,,,,
Freedom Solar Power,FL,1105,1132,1,Justin,,,,,,,,,
Sandbox Solar Llc,CO,1106,2459,1,Ken,,,,,,,,,
Sunuso Energy,FL,1107,4560,1,Justin,,,,,,,,,
Harvest Sun Solar,MA,1108,4431,1,Chris,,,,,,,,,
Quicken Solar Llc,TX,1109,237,1,Ken,,,,,,,,,
Solar Q Dba Black 33 Llc,WI,1110,4950,1,Guy,,,,,,,,,
Solar Solution Az-Ensemble Sunlight,AZ,1111,8756,1,Ken,,,,,,,,,
Solq,IA,1112,5415,1,Guy,,,,,,,,,
Revolution Energy Systems,WA,1114,8187,1,Rob,,,,,,,,,
"United Home Solutions Group, Llc",FL,1116,8018,1,Justin,,,,,,,,,
Connected Energy Solar,PA,1117,5944,1,Chris,,,,,,,,,
"Luminasun Smart Home, Llc",SC,1118,6058,1,Justin,,,,,,,,,
Powur,VA,1119,6408,1,Chris,,,,,,,,,
Elite Energy,TX,1121,237,1,Ken,,,,,,,,,
Encor Solar Llc,TX,1122,6435,1,Ken,,,,,,,,,
Lumio,AR,1123,4187,1,Ken,,,,,,,,,
Sunbadger Solar Llc,IN,1124,1045,1,Guy,,,,,,,,,
"Alliance Roofing, Llc",IA,1125,987,1,Guy,,,,14.16,,,,,
North West Electric Solutions Llc,WA,1127,8187,1,Rob,,,,,,,,,
Northwest Renewables,WA,1128,8187,1,Rob,,,,,,,,,
512 Solar,TX,1129,236,1,Ken,,,,,,,,,
C&C Energy Group,FL,1130,8618,1,Justin,,,,,,,,,
Cape Fear Solar Systems,NC,1131,6058,1,Chris,,,,,,,,,
Slo Sun Energy,CA,1132,7605,1,Rob,,,,,,,,,
True Enterprises Llc,ME,1133,4422,1,Chris,,,,,,,,,
Devlin Contracting & Maintenance,CT,1134,224,1,Chris,,,,,,,,,
Satec Electrical,NJ,1135,5887,1,Chris,,,,,,,,,
South Plains Solar,TX,1136,237,1,Ken,,,,,,,,,
Ad Electrical & Mechanical,TX,1137,1987,1,Ken,,,,,,,,,
Cod - Vision Solar,FL,1138,8018,1,Justin,,,,,,,,,
Cod/Next Gen Electric,WA,1139,8187,1,Rob,,,,,,,,,
Freedom Solar Tx,VA,1140,236,1,Chris,,,,,,,,,
Bvi Solar,CA,1141,7133,1,Rob,,,,,,,,,
Empower Energy Solutions,CT,1142,4984,1,Chris,,,,,,,,,
Lumio Hx Inc.,CA,1143,5040,1,Rob,,,,,,,,,
Sidebottom Dba Solar Tech,FL,1144,8018,1,Justin,,,,,,,,,
Sun Harvest Energy,FL,1145,8018,1,Justin,,,,,,,,,
Cod - Direct Energy,FL,1146,8018,1,Justin,,,,,,,,,
"Dba Skyfox Energy, Inc",TX,1147,1987,1,Ken,,,,,,,,,
Equisolar Inc--Cod,AZ,1148,239,1,Ken,,,,,,,,,
Magnify Solar Group,FL,1150,8618,1,Justin,,,,,,,,,
Stilwell Solar Llc,FL,1151,8018,1,Justin,,,,,,,,,
Sunrise Solar Solutions,NY,1152,1670,1,Chris,,,,,,,,,
Castillo Electric,AZ,1153,8808,1,Ken,,,,,,,,,
Front Range Solar Power,CO,1154,6026,1,Ken,,,,,,,,,
Seventh Gen Solar,NH,1156,224,1,Chris,,,,,,,,,
Eequals,IL,1158,6640,1,Guy,,,,,,,,,
Gensun Solar,RI,1159,224,1,Chris,,,,,,,,,
Pm & M Electric Dba Titan Solar,KS,1160,3584,1,Ken,,,,,,,,,
A-Team Consultants Group Llc,MT,1161,821,1,Rob,,,,,,,,,
Daybreak Solar Power,TX,1162,237,1,Ken,,,,,,,,,
"Meraki Installers, Llc",FL,1163,8618,1,Justin,,,,,,,,,
Texas Solar Professional,TX,1164,237,1,Ken,,,,,,,,,
E2sol,OR,1165,704,1,Rob,,,,,,,,,
"Lumio Hx, Inc.",AR,1166,8018,1,Ken,,,,,,,,,
Bob's Custom Electric Inc,FL,1169,8018,1,Justin,,,,,,,,,
Central Texas Solar--Cod,TX,1170,239,1,Ken,,,,,,,,,
Green Solar Systems Llc,PA,1171,5944,1,Chris,,,,,,,,,
"Paradise Energy Solutions, Llc",MD,1172,8460,1,Chris,,,,,,,,,
Blue Raven Solar,OR,1173,5971,1,Rob,,,,,,,,,
Blue Sky Solar,CO,1174,2685,1,Ken,,,,,,,,,
Green Power Energy,CT,1175,4984,1,Chris,,,,,,,,,
"Lumio Hx, Inc.",OR,1176,4450,1,Rob,,,,,,,,,
M&S Green Power Energy Inc,FL,1177,4560,1,Justin,,,,,,,,,
Nationwide Energy,WA,1178,589,1,Rob,,,,,,,,,
Pacific View Electric ***Cod***,CA,1179,7133,1,Rob,,,,,,,,,
410 Energy Solutions,MD,1180,9106,1,Chris,,,,,,,,,
Sun Source Energy,NV,1181,4090,1,Rob,,,,,,,,,
"Alliance Roofing, Llc",IL,1183,987,1,Guy,,,,,,,,,
Cod Sales,MI,1184,960,1,Guy,,,,,,,,,
G3 Solar,ID,1185,5951,1,Rob,,,,,,,,,
"Paradise Energy Solutions, Llc",OH,1186,8460,1,Guy,,,,,,,,,
Titan Solar Power Of Ca,CA,1188,8797,1,Rob,,,,,,,,,
Blue Sky Satellite Services,IA,1189,987,1,Guy,,,,,,,,,
Jones Enterprises,OK,1192,5364,1,Ken,,,,,,,,,
Novasource,NJ,1193,224,1,Chris,,,,,,,,,
Pacific Allied Group,CA,1194,6435,1,Rob,,,,,,,,,
The Arcadia Solar Companies Llc,AZ,1195,8756,1,Ken,,,,,,,,,
Zenith Inc,MD,1196,9106,1,Chris,,,,,,,,,
Beam Soalr Co,NC,1197,6058,1,Chris,,,,,,,,,
Csa Electrical Llc,NM,1198,148,1,Ken,,,,,,,,,
Go Solar Easy Inc.,CA,1199,1024,1,Rob,,,,,,,,,
Peregrine Renewable Energy Llc,CT,1200,4984,1,Chris,,,,,,,,,
"Strongbuilt, Llc",AZ,1201,148,1,Ken,,,,,,,,,
Sur Energy,MI,1202,960,1,Guy,,,,,,,,,
Vyvue,OK,1203,5364,1,Ken,,,,,,,,,
Circa Energy,DC,1204,9106,1,Chris,,,,,,,,,
Next Level Energy *Cod Account*,CT,1205,1670,1,Chris,,,,,,,,,
Wolf River Electric,MN,1206,4664,1,Guy,,,,,,,,,
Cash Sales,MN,1207,4664,1,Guy,,,,,,,,,
"Lumio Hx, Inc.",UT,1208,8018,1,Rob,,,,,,,,,
Albuquerque - Ced,NM,1209,148,1,Ken,,,,,,,,,
Critical Mass Solar,MA,1210,224,1,Chris,,,,,,,,,
Intermountain Wind And Solar,ID,1211,5951,1,Rob,,,,,,,,,
Cod,NC,1212,1132,1,Chris,,,,,,,,,
Expert Soalr,FL,1213,4560,1,Justin,,,,,,,,,
Project Solar,CA,1214,6552,1,Rob,,,,,,,,,
Project Solar Cod,CA,1215,1024,1,Rob,,,,,,,,,
Castor Solar,TX,1216,237,1,Ken,,,,,,,,,
Freedom Solar Tx,NC,1217,1132,1,Chris,,,,,,,,,
Freevolt (Usa),CA,1218,5733,1,Rob,,,,,,,,,
Affordable Solar Roof And Air,TX,1219,237,1,Ken,,,,,,,,,
Credit Card Sales,FL,1220,4560,1,Justin,,,,,,,,,
Cod-Estrada Custom Homes Llc,TX,1224,1987,1,Ken,,,,,,,,,
"Hall Electrical Systems, Inc",FL,1225,8018,1,Justin,,,,,,,,,
Liv Solar,CO,1226,1875,1,Ken,,,,,,,,,
Solar Grids,NE,1228,5415,1,Guy,,,,,,,,,
Blue Sky Solar,OR,1229,5971,1,Rob,,,,,,,,,
Daybreak Install,OK,1230,239,1,Ken,,,,,,,,,
Gansett Solar Llc,MA,1231,224,1,Chris,,,,,,,,,
Hightower Energy Solutions,FL,1232,5888,1,Justin,,,,,,,,,
Palmetto Clean Technologies,PA,1234,5944,1,Chris,,,,,,,,,
Sunnova Energy Corporation,TX,1235,236,1,Ken,,,,,,,,,
"Cod-Southwest Energy, Llc",TX,1236,1987,1,Ken,,,,,,,,,
Optimus Solar,FL,1237,5621,1,Justin,,,,,,,,,
Zenergy Solar,DE,1238,5887,1,Chris,,,,,,,,,
Cod Gcn Construction,CA,1239,7605,1,Rob,,,,,,,,,
Maine Solar Solutions,ME,1240,4422,1,Chris,,,,,,,,,
"Palmetto Clean Technology, Inc",RI,1241,224,1,Chris,,,,,,,,,
Phoenix Exteriors Llc,IL,1242,4950,1,Guy,,,,,,,,,
Pure Energy Solar Dba Pe Solar,FL,1243,8018,1,Justin,,,,,,,,,
Enlightened Solar,CA,1244,6435,1,Rob,,,,,,,,,
Next Level Energy *Cod Account*,NY,1245,1670,1,Chris,,,,,,,,,
"Prosolar Group, Llc",FL,1246,5621,1,Justin,,,,,,,,,
Suncoast Structural Steel,CA,1247,1024,1,Rob,,,,,,,,,
Sunpower,MA,1248,224,1,Chris,,,,,,,,,
Texsun Solar Solutions,TX,1249,237,1,Ken,,,,,,,,,
Alternative Power Solutions Of Ny,NY,1250,6462,1,Chris,,,,,,,,,
Bay Area Solar Solutions,FL,1251,8018,1,Justin,,,,,,,,,
Critical Mass Solar,NH,1252,224,1,Chris,,,,,,,,,
National Solar Service,MI,1253,960,1,Guy,,,,,,,,,
Divine Power Usa,CA,1254,311,1,Rob,,,,,,,,,
Evolution Energy,NY,1255,1670,1,Chris,,,,,,,,,
Prosolar Group,FL,1256,4560,1,Justin,,,,,,,,,
Scalo Independent Solutions,PA,1257,5944,1,Chris,,,,,,,,,
Sunnova Energy Corp,TX,1258,237,1,Ken,,,,,,,,,
Sirio Solar Energy Solutions Llc,TX,1259,1987,1,Ken,,,,,,,,,
Cod-Crv Roofing,TX,1260,1987,1,Ken,,,,,,,,,
Cod-Standard Electrical Contractors,TX,1261,1987,1,Ken,,,,,,,,,
"Lumio Hx, Inc",ID,1262,756,1,Rob,,,,,,,,,
Natural Energy Solutions Llc,MN,1263,4664,1,Guy,,,,,,,,,
Sunco Solar,TX,1265,237,1,Ken,,,,,,,,,
Sunstate Solar Inc.,NM,1266,148,1,Ken,,,,,,,,,
Trojan Solar Power,TX,1267,237,1,Ken,,,,,,35.4,,,
Brm Inc,CA,1268,2576,1,Rob,,,,,,,,,
Dmv Equity,NY,1269,1670,1,Chris,,,,,,,,,
Kuubix Global Llc,CA,1270,6435,1,Rob,,,,,,,,,
Midwest Solar Installers,IA,1271,987,1,Guy,,,,,,,,,
Nm Solar Group,NM,1272,148,1,Ken,,,,,,,,,
Malek Service Company,TX,1273,3273,1,Ken,,,,,,,,,
